split,class,source,augmented
train,erythroblast,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_740140.jpg,PBC_balanced_notebook/train/erythroblast/ERB_740140_aug_01236.jpg
train,erythroblast,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_437126.jpg,PBC_balanced_notebook/train/erythroblast/ERB_437126_aug_01237.jpg
train,erythroblast,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_371029.jpg,PBC_balanced_notebook/train/erythroblast/ERB_371029_aug_01238.jpg
train,erythroblast,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_405806.jpg,PBC_balanced_notebook/train/erythroblast/ERB_405806_aug_01239.jpg
train,erythroblast,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_483425.jpg,PBC_balanced_notebook/train/erythroblast/ERB_483425_aug_01240.jpg
train,erythroblast,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_547436.jpg,PBC_balanced_notebook/train/erythroblast/ERB_547436_aug_01241.jpg
train,erythroblast,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_362412.jpg,PBC_balanced_notebook/train/erythroblast/ERB_362412_aug_01242.jpg
train,erythroblast,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_58346.jpg,PBC_balanced_notebook/train/erythroblast/ERB_58346_aug_01243.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_405059.jpg,PBC_balanced_notebook/train/ig/MY_405059_aug_00000.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_467358.jpg,PBC_balanced_notebook/train/ig/PMY_467358_aug_00001.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_59134.jpg,PBC_balanced_notebook/train/ig/MMY_59134_aug_00002.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_395492.jpg,PBC_balanced_notebook/train/ig/MY_395492_aug_00003.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_582611.jpg,PBC_balanced_notebook/train/ig/MY_582611_aug_00004.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_940775.jpg,PBC_balanced_notebook/train/ig/PMY_940775_aug_00005.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_139679.jpg,PBC_balanced_notebook/train/ig/MMY_139679_aug_00006.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_137874.jpg,PBC_balanced_notebook/train/ig/MY_137874_aug_00007.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_681358.jpg,PBC_balanced_notebook/train/ig/MMY_681358_aug_00008.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_782060.jpg,PBC_balanced_notebook/train/ig/MY_782060_aug_00009.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_230860.jpg,PBC_balanced_notebook/train/ig/PMY_230860_aug_00010.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_313667.jpg,PBC_balanced_notebook/train/ig/MY_313667_aug_00011.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_981761.jpg,PBC_balanced_notebook/train/ig/MY_981761_aug_00012.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_675867.jpg,PBC_balanced_notebook/train/ig/MMY_675867_aug_00013.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_612971.jpg,PBC_balanced_notebook/train/ig/MY_612971_aug_00014.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_337168.jpg,PBC_balanced_notebook/train/ig/MY_337168_aug_00015.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_456339.jpg,PBC_balanced_notebook/train/ig/MMY_456339_aug_00016.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_898032.jpg,PBC_balanced_notebook/train/ig/PMY_898032_aug_00017.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_924222.jpg,PBC_balanced_notebook/train/ig/MY_924222_aug_00018.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_749101.jpg,PBC_balanced_notebook/train/ig/MMY_749101_aug_00019.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_765624.jpg,PBC_balanced_notebook/train/ig/MMY_765624_aug_00020.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_517512.jpg,PBC_balanced_notebook/train/ig/MY_517512_aug_00021.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_189441.jpg,PBC_balanced_notebook/train/ig/PMY_189441_aug_00022.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_999309.jpg,PBC_balanced_notebook/train/ig/MMY_999309_aug_00023.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_89581.jpg,PBC_balanced_notebook/train/ig/MY_89581_aug_00024.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_64107.jpg,PBC_balanced_notebook/train/ig/MY_64107_aug_00025.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_661357.jpg,PBC_balanced_notebook/train/ig/MY_661357_aug_00026.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_599498.jpg,PBC_balanced_notebook/train/ig/MMY_599498_aug_00027.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_586942.jpg,PBC_balanced_notebook/train/ig/MMY_586942_aug_00028.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_516686.jpg,PBC_balanced_notebook/train/ig/MMY_516686_aug_00029.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_740991.jpg,PBC_balanced_notebook/train/ig/MY_740991_aug_00030.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_993959.jpg,PBC_balanced_notebook/train/ig/PMY_993959_aug_00031.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_136754.jpg,PBC_balanced_notebook/train/ig/MY_136754_aug_00032.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/IG_295903.jpg,PBC_balanced_notebook/train/ig/IG_295903_aug_00033.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_909930.jpg,PBC_balanced_notebook/train/ig/MY_909930_aug_00034.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_863985.jpg,PBC_balanced_notebook/train/ig/MY_863985_aug_00035.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_142994.jpg,PBC_balanced_notebook/train/ig/MY_142994_aug_00036.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_507649.jpg,PBC_balanced_notebook/train/ig/MY_507649_aug_00037.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_959094.jpg,PBC_balanced_notebook/train/ig/MMY_959094_aug_00038.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_420171.jpg,PBC_balanced_notebook/train/ig/MY_420171_aug_00039.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_822364.jpg,PBC_balanced_notebook/train/ig/MY_822364_aug_00040.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_942518.jpg,PBC_balanced_notebook/train/ig/MMY_942518_aug_00041.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_954583.jpg,PBC_balanced_notebook/train/ig/MMY_954583_aug_00042.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_301678.jpg,PBC_balanced_notebook/train/ig/MY_301678_aug_00043.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_327868.jpg,PBC_balanced_notebook/train/ig/PMY_327868_aug_00044.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_208188.jpg,PBC_balanced_notebook/train/ig/MMY_208188_aug_00045.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_875636.jpg,PBC_balanced_notebook/train/ig/PMY_875636_aug_00046.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_744972.jpg,PBC_balanced_notebook/train/ig/MY_744972_aug_00047.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_732303.jpg,PBC_balanced_notebook/train/ig/MMY_732303_aug_00048.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_880322.jpg,PBC_balanced_notebook/train/ig/PMY_880322_aug_00049.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_704524.jpg,PBC_balanced_notebook/train/ig/MMY_704524_aug_00050.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_257815.jpg,PBC_balanced_notebook/train/ig/PMY_257815_aug_00051.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_30015.jpg,PBC_balanced_notebook/train/ig/MY_30015_aug_00052.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_113802.jpg,PBC_balanced_notebook/train/ig/PMY_113802_aug_00053.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_834449.jpg,PBC_balanced_notebook/train/ig/MMY_834449_aug_00054.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_691379.jpg,PBC_balanced_notebook/train/ig/PMY_691379_aug_00055.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_48921.jpg,PBC_balanced_notebook/train/ig/MMY_48921_aug_00056.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_789690.jpg,PBC_balanced_notebook/train/ig/MY_789690_aug_00057.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_236401.jpg,PBC_balanced_notebook/train/ig/MY_236401_aug_00058.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_398261.jpg,PBC_balanced_notebook/train/ig/PMY_398261_aug_00059.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_19855.jpg,PBC_balanced_notebook/train/ig/MMY_19855_aug_00060.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_417399.jpg,PBC_balanced_notebook/train/ig/MMY_417399_aug_00061.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_476208.jpg,PBC_balanced_notebook/train/ig/MY_476208_aug_00062.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_356332.jpg,PBC_balanced_notebook/train/ig/PMY_356332_aug_00063.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_180088.jpg,PBC_balanced_notebook/train/ig/MMY_180088_aug_00064.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_688254.jpg,PBC_balanced_notebook/train/ig/PMY_688254_aug_00065.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_692844.jpg,PBC_balanced_notebook/train/ig/PMY_692844_aug_00066.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_79413.jpg,PBC_balanced_notebook/train/ig/MY_79413_aug_00067.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_911484.jpg,PBC_balanced_notebook/train/ig/MMY_911484_aug_00068.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_85613.jpg,PBC_balanced_notebook/train/ig/MY_85613_aug_00069.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_426110.jpg,PBC_balanced_notebook/train/ig/MMY_426110_aug_00070.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_197088.jpg,PBC_balanced_notebook/train/ig/MY_197088_aug_00071.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_179858.jpg,PBC_balanced_notebook/train/ig/MMY_179858_aug_00072.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_167835.jpg,PBC_balanced_notebook/train/ig/MMY_167835_aug_00073.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_949365.jpg,PBC_balanced_notebook/train/ig/MY_949365_aug_00074.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/IG_115116.jpg,PBC_balanced_notebook/train/ig/IG_115116_aug_00075.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_435313.jpg,PBC_balanced_notebook/train/ig/MMY_435313_aug_00076.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_839682.jpg,PBC_balanced_notebook/train/ig/MY_839682_aug_00077.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_787613.jpg,PBC_balanced_notebook/train/ig/MMY_787613_aug_00078.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_951949.jpg,PBC_balanced_notebook/train/ig/MMY_951949_aug_00079.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_832454.jpg,PBC_balanced_notebook/train/ig/MY_832454_aug_00080.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_891988.jpg,PBC_balanced_notebook/train/ig/MMY_891988_aug_00081.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_676552.jpg,PBC_balanced_notebook/train/ig/MY_676552_aug_00082.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_907900.jpg,PBC_balanced_notebook/train/ig/MMY_907900_aug_00083.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_76278.jpg,PBC_balanced_notebook/train/ig/MMY_76278_aug_00084.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_586361.jpg,PBC_balanced_notebook/train/ig/MMY_586361_aug_00085.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_842106.jpg,PBC_balanced_notebook/train/ig/MY_842106_aug_00086.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_583764.jpg,PBC_balanced_notebook/train/ig/MY_583764_aug_00087.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_943048.jpg,PBC_balanced_notebook/train/ig/MY_943048_aug_00088.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_776715.jpg,PBC_balanced_notebook/train/ig/PMY_776715_aug_00089.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_781469.jpg,PBC_balanced_notebook/train/ig/MY_781469_aug_00090.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_71180.jpg,PBC_balanced_notebook/train/ig/MMY_71180_aug_00091.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/IG_684175.jpg,PBC_balanced_notebook/train/ig/IG_684175_aug_00092.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_790752.jpg,PBC_balanced_notebook/train/ig/MY_790752_aug_00093.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_236607.jpg,PBC_balanced_notebook/train/ig/PMY_236607_aug_00094.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_59156.jpg,PBC_balanced_notebook/train/ig/MMY_59156_aug_00095.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_826421.jpg,PBC_balanced_notebook/train/ig/MMY_826421_aug_00096.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_822968.jpg,PBC_balanced_notebook/train/ig/PMY_822968_aug_00097.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_341417.jpg,PBC_balanced_notebook/train/ig/MY_341417_aug_00098.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_180161.jpg,PBC_balanced_notebook/train/ig/MY_180161_aug_00099.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_798322.jpg,PBC_balanced_notebook/train/ig/MMY_798322_aug_00100.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_678834.jpg,PBC_balanced_notebook/train/ig/MMY_678834_aug_00101.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_380564.jpg,PBC_balanced_notebook/train/ig/MY_380564_aug_00102.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_15896.jpg,PBC_balanced_notebook/train/ig/MY_15896_aug_00103.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_862763.jpg,PBC_balanced_notebook/train/ig/MY_862763_aug_00104.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_975062.jpg,PBC_balanced_notebook/train/ig/MY_975062_aug_00105.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/IG_831559.jpg,PBC_balanced_notebook/train/ig/IG_831559_aug_00106.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_758473.jpg,PBC_balanced_notebook/train/ig/MY_758473_aug_00107.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_848534.jpg,PBC_balanced_notebook/train/ig/PMY_848534_aug_00108.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_968942.jpg,PBC_balanced_notebook/train/ig/MY_968942_aug_00109.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_832292.jpg,PBC_balanced_notebook/train/ig/MY_832292_aug_00110.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_281051.jpg,PBC_balanced_notebook/train/ig/MY_281051_aug_00111.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_970412.jpg,PBC_balanced_notebook/train/ig/MMY_970412_aug_00112.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_993230.jpg,PBC_balanced_notebook/train/ig/MMY_993230_aug_00113.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_361679.jpg,PBC_balanced_notebook/train/ig/MMY_361679_aug_00114.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_512568.jpg,PBC_balanced_notebook/train/ig/MMY_512568_aug_00115.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_566397.jpg,PBC_balanced_notebook/train/ig/MY_566397_aug_00116.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_849191.jpg,PBC_balanced_notebook/train/ig/MMY_849191_aug_00117.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_374919.jpg,PBC_balanced_notebook/train/ig/MMY_374919_aug_00118.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_486237.jpg,PBC_balanced_notebook/train/ig/MMY_486237_aug_00119.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_490168.jpg,PBC_balanced_notebook/train/ig/MMY_490168_aug_00120.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_392162.jpg,PBC_balanced_notebook/train/ig/PMY_392162_aug_00121.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_497800.jpg,PBC_balanced_notebook/train/ig/MY_497800_aug_00122.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_926571.jpg,PBC_balanced_notebook/train/ig/MMY_926571_aug_00123.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_739658.jpg,PBC_balanced_notebook/train/ig/PMY_739658_aug_00124.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_259339.jpg,PBC_balanced_notebook/train/ig/PMY_259339_aug_00125.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_307397.jpg,PBC_balanced_notebook/train/ig/MMY_307397_aug_00126.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_879734.jpg,PBC_balanced_notebook/train/ig/MY_879734_aug_00127.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_910742.jpg,PBC_balanced_notebook/train/ig/PMY_910742_aug_00128.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_18.jpg,PBC_balanced_notebook/train/ig/MY_18_aug_00129.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_858503.jpg,PBC_balanced_notebook/train/ig/MMY_858503_aug_00130.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_934819.jpg,PBC_balanced_notebook/train/ig/MY_934819_aug_00131.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_805423.jpg,PBC_balanced_notebook/train/ig/PMY_805423_aug_00132.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_382543.jpg,PBC_balanced_notebook/train/ig/MMY_382543_aug_00133.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_134761.jpg,PBC_balanced_notebook/train/ig/PMY_134761_aug_00134.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_483809.jpg,PBC_balanced_notebook/train/ig/MMY_483809_aug_00135.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_403450.jpg,PBC_balanced_notebook/train/ig/MY_403450_aug_00136.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_479817.jpg,PBC_balanced_notebook/train/ig/PMY_479817_aug_00137.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_524046.jpg,PBC_balanced_notebook/train/ig/MY_524046_aug_00138.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_354780.jpg,PBC_balanced_notebook/train/ig/MMY_354780_aug_00139.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_486264.jpg,PBC_balanced_notebook/train/ig/MY_486264_aug_00140.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_556551.jpg,PBC_balanced_notebook/train/ig/MMY_556551_aug_00141.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_943233.jpg,PBC_balanced_notebook/train/ig/MMY_943233_aug_00142.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MMY_177464.jpg,PBC_balanced_notebook/train/ig/MMY_177464_aug_00143.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/MY_507166.jpg,PBC_balanced_notebook/train/ig/MY_507166_aug_00144.jpg
train,ig,pbc_extracted/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/ig/PMY_166261.jpg,PBC_balanced_notebook/train/ig/PMY_166261_aug_00145.jpg
